"מספר היטל סחר","כותרת","תיאור טובין בהיטל","שם קבוצת מדינות","מזהה קבוצת מדינות","תאריך סיום היטל סחר","תאריך התחלה","ספרת ביקורת","שם מדינה","סטאטוס היטל סחר","טבלת היטל סחר","סיווג","תאריך סיום חקירה","האם קבוצת מדינות","סוג ספר מכס","מזהה ספק","שם ספק","מזהה מדינה","תיאור טובין בהיטל"
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","ליטא","היטל","161","4805120000/3","","false","1","","","440",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","מלטה","היטל","12","4805120000/3","","false","1","2068235","VAREL","470",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","מלטה","היטל","159","4805120000/3","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","470",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","גרמניה","היטל","161","4805110000/5","","false","1","","","276",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","דנמרק","היטל","12","4805110000/5","","false","1","2068235","VAREL","208",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","דנמרק","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","208",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","דנמרק","היטל","94","4805110000/5","","false","1","","","208",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","דנמרק","היטל","112","4805110000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","208",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","דנמרק","היטל","71","4805110000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","208",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","דנמרק","היטל","161","4805110000/5","","false","1","","","208",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הולנד","היטל","12","4805110000/5","","false","1","2068235","VAREL","528",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הולנד","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","528",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","פורטוגל","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","620",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי_____________________________YLIBOM LITSKET KILPI ILAH LAYOR","","","","2010-01-01T00:00:00+02:00","5","אוסטריה","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","40",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","איטליה","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","380",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","בלגיה","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","56",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","276",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","הולנד","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","528",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","ספרד","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","724",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","שבדיה","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","752",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","רומניה","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","642",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","ליטא","ערבות זמנית בוטלה","69","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","440",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","ליטא","ערבות זמנית בוטלה","111","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","440",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","ליטא","ערבות זמנית בוטלה","127","4805110000/5","2011-04-26T00:00:00+03:00","false","1","","","440",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","ליטא","ערבות זמנית בוטלה","70","4805110000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","440",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","צרפת","ערבות זמנית בוטלה","70","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","250",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","צרפת","ערבות זמנית בוטלה","160","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","250",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","3","צרפת","ערבות זמנית בוטלה","58","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","250",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","קפריסין","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","196",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","קפריסין","ערבות זמנית בוטלה","111","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","196",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","מלטה","ערבות זמנית בוטלה","127","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","470",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","מלטה","ערבות זמנית בוטלה","70","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","470",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","מלטה","ערבות זמנית בוטלה","160","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","470",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","8","מלטה","ערבות זמנית בוטלה","58","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","470",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","סלובניה","ערבות זמנית בוטלה","69","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","705",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","סלובניה","ערבות זמנית בוטלה","111","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","705",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","סלובניה","ערבות זמנית בוטלה","127","4805190000/8","2011-04-26T00:00:00+03:00","false","1","","","705",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","8","סלובניה","ערבות זמנית בוטלה","70","4805190000/8","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","705",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בולגריה","היטל","161","4805190000/8","","false","1","","","100",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","69","4805250000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","276",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","111","4805250000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","276",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","127","4805250000/5","2011-04-26T00:00:00+03:00","false","1","","","276",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","70","4805250000/5","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","276",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","160","4805250000/5","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","276",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","5","גרמניה","ערבות זמנית בוטלה","58","4805250000/5","2011-04-26T00:00:00+03:00","false","1","","","276",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","69","4805250000/5","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","208",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","111","4805250000/5","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","208",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","5","דנמרק","ערבות זמנית בוטלה","127","4805250000/5","2011-04-26T00:00:00+03:00","false","1","","","208",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אירלנד","היטל","94","4805240000/8","","false","1","","","372",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אירלנד","היטל","112","4805240000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","372",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אירלנד","היטל","71","4805240000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","372",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אירלנד","היטל","161","4805240000/8","","false","1","","","372",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אסטוניה","היטל","12","4805240000/8","","false","1","2068235","VAREL","233",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אסטוניה","היטל","159","4805240000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","233",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אסטוניה","היטל","94","4805240000/8","","false","1","","","233",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אסטוניה","היטל","112","4805240000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","233",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אסטוניה","היטל","71","4805240000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","233",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","אוסטריה","היטל","112","4805120000/3","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","40",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","אוסטריה","היטל","71","4805120000/3","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","40",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל_יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","אוסטריה","היטל","161","4805120000/3","","false","1","","","40",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","איטליה","היטל","12","4805120000/3","","false","1","2068235","VAREL","380",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","איטליה","היטל","159","4805120000/3","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","380",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","איטליה","היטל","94","4805120000/3","","false","1","","","380",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","איטליה","היטל","112","4805120000/3","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","380",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","איטליה","היטל","71","4805120000/3","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","380",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","איטליה","היטל","161","4805120000/3","","false","1","","","380",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","מלטה","היטל","94","4805120000/3","","false","1","","","470",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","מלטה","היטל","112","4805120000/3","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","470",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","מלטה","היטל","71","4805120000/3","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","470",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","מלטה","היטל","161","4805120000/3","","false","1","","","470",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","סלובניה","היטל","12","4805120000/3","","false","1","2068235","VAREL","705",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","סלובניה","היטל","159","4805120000/3","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","705",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","סלובניה","היטל","94","4805120000/3","","false","1","","","705",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","סלובניה","היטל","112","4805120000/3","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","705",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","סלובניה","היטל","71","4805120000/3","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","705",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הולנד","היטל","94","4805110000/5","","false","1","","","528",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הולנד","היטל","112","4805110000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","528",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הולנד","היטל","71","4805110000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","528",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הולנד","היטל","161","4805110000/5","","false","1","","","528",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הונגריה","היטל","12","4805110000/5","","false","1","2068235","VAREL","348",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הונגריה","היטל","159","4805110000/5","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","348",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הונגריה","היטל","94","4805110000/5","","false","1","","","348",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הונגריה","היטל","112","4805110000/5","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","348",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","5","הונגריה","היטל","71","4805110000/5","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","348",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","קפריסין","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","196",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","צרפת","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","250",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","אירלנד","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","372",""
"39201074","039201074","ניילון נצמד לתעשייה מיצרנים אחרים ממדינות האיחוד האירופאי","","","","2010-01-01T00:00:00+02:00","5","אסטוניה","ערבות זמנית בוטלה","176","3920100000/5","2011-04-26T00:00:00+03:00","false","1","","","233",""
"273120006","273120006","קשתות פלדה ללא תפר מפלדת פחמן בקטרים שבין 3 אינץ' ועד שמונהעשר אינץ', הכלול בפרט המכס:_________0439.70.37ראה מק""ח 1540","","","2010-05-27T00:00:00+03:00","2008-05-28T00:00:00+03:00","3","הרפובליקה העממית של סין","היטל","34","7307934000/3","","false","1","","","156",""
"273130005","273130005","קשתות פלדה עם תפר מפלדת פחמן בקטרים שבין 3 אינץ ועד 18 אינץ","","","","2009-06-18T00:00:00+03:00","3","הרפובליקה העממית של סין","ערבות זמנית בוטלה","131","7307934000/3","2010-01-09T00:00:00+02:00","false","1","","","156",""
"39201017","039201017","ניילון נצמד לתעשיה","","","","2010-02-22T00:00:00+02:00","5","איטליה","ערבות זמנית בוטלה","45","3920100000/5","2010-03-21T00:00:00+02:00","false","1","","","380",""
"39201025","039201025","ניילון נצמד לתעשייה","","","","2010-01-01T00:00:00+02:00","5","איטליה","ערבות זמנית בוטלה","123","3920100000/5","2011-04-26T00:00:00+03:00","false","1","2069608","MANULI STRETCH SPA","380",""
"39201033","039201033","ניילון נצמד לתעשייה","","","","2010-01-01T00:00:00+02:00","5","איטליה","ערבות זמנית בוטלה","157","3920100000/5","2011-04-26T00:00:00+03:00","false","1","2035105","DERIBLOK S.R.L","380",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","קפריסין","ערבות זמנית בוטלה","127","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","196",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","קפריסין","ערבות זמנית בוטלה","70","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","196",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","קפריסין","ערבות זמנית בוטלה","160","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","196",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים_כל יצרן אחר","","","","2010-01-01T00:00:00+02:00","3","קפריסין","ערבות זמנית בוטלה","58","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","196",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","רומניה","ערבות זמנית בוטלה","69","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2068235","VAREL","642",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","רומניה","ערבות זמנית בוטלה","111","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","642",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","רומניה","ערבות זמנית בוטלה","127","4805120000/3","2011-04-26T00:00:00+03:00","false","1","","","642",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","רומניה","ערבות זמנית בוטלה","70","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","642",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","","2010-01-01T00:00:00+02:00","3","רומניה","ערבות זמנית בוטלה","160","4805120000/3","2011-04-26T00:00:00+03:00","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","642",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","אסטוניה","היטל","161","4805240000/8","","false","1","","","233",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בולגריה","היטל","12","4805240000/8","","false","1","2068235","VAREL","100",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בולגריה","היטל","159","4805240000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","100",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בולגריה","היטל","94","4805240000/8","","false","1","","","100",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בולגריה","היטל","112","4805240000/8","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","100",""
"48051502","048051502","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בולגריה","היטל","71","4805240000/8","","false","1","2072630","INTERNATIONAL PAPER CONSULTING GMBH (IPC-GERMANY)","100",""
"48051601","048051601","מוצרי נייר חומים ממוחזרים כל יצרן אחר","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בולגריה","היטל","161","4805240000/8","","false","1","","","100",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בלגיה","היטל","12","4805240000/8","","false","1","2068235","VAREL","56",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","8","בלגיה","היטל","159","4805240000/8","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","56",""
"48051106","048051106","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","אירלנד","היטל","12","4805120000/3","","false","1","2068235","VAREL","372",""
"48051205","048051205","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","אירלנד","היטל","159","4805120000/3","","false","1","2252277","HEINR.AUG.SCHOELLER SOHNE GMBH &CO.KG","372",""
"48051304","048051304","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","אירלנד","היטל","94","4805120000/3","","false","1","","","372",""
"48051403","048051403","מוצרי נייר חומים ממוחזרים","","","2009-12-31T00:00:00+02:00","2009-10-01T00:00:00+02:00","3","אירלנד","היטל","112","4805120000/3","","false","1","2024128","RACCOLTA,MOLNAR & GREINER GMBH","372",""
